usdot_num,fmsca_ai_profile,user_created,date_created,user_updated,date_updated,company_name,mc_num,registered_address,mailing_address,phone_number,fax_number,safety_review_date,num_of_trucks,num_of_tractors,num_of_trailers,hhg_authorization,total_complaints_2021,total_complaints_2022,total_complaints_2023
4010393,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29906891&id2=31617007&f=search%3D5%26ads%3Da%26state%3DWA%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:25.355Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:50.860Z,VANGUARD LINES LLC,1509821,"100 N HOWARD STREET STE R
SEATTLE, WA 99201","2445 CHANDLER STREET UNIT 1
SIMI VALLEY, CA 93065-0938",(818)818-7167,,,1,0,0,true,0,0,0
4007031,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29908846&id2=31619585&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:41.060Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:06.668Z,KAMALEON EXPRESS LLC,1507608,"3310 NW 82ND ST
MIAMI, FL 33147","3310 NW 82ND ST
MIAMI, FL 33147-4542",(305)331-4505,,,0,1,1,true,0,0,0
4028153,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29911939&id2=31598735&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:29.594Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:55.696Z,GLAM LX LLC,1521141,"700 SW 1ST ST APT 429
MIAMI, FL 33130","700 SW 1ST ST APT 429
MIAMI, FL 33130-1289",(772)588-0477,,,1,0,0,false,0,0,0
4022097,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29915488&id2=31588647&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:25.567Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:51.503Z,FASTPACE TRUCKING LLC,1517334,"2847 TRAILDUST DR
DALLAS, TX 75237","2847 TRAILDUST DR
DALLAS, TX 75237-3229",(469)222-0502,,,1,0,0,false,0,0,0
4088622,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29924423&id2=31538520&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:07.030Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:33.166Z,RELOCATORS OF DALLAS,1557041,"7369 RAVEHILL LN
DALLAS, TX 75227","7369 RAVEHILL LN
DALLAS, TX 75227-9226",(214)205-8028,,,73,0,0,false,0,0,0
4089023,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29924714&id2=31537865&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:10.755Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:37.207Z,CADOGAN TATE DALLAS,1557276,"10405 SHADY TRL STE 100
DALLAS, TX 75220","10405 SHADY TRL STE 100
DALLAS, TX 75220-2554",(214)357-2577,,,8,1,1,false,0,0,0
4088511,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29925252&id2=31538377&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:11.128Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:37.554Z,CANUITY LOGISTICS,1556978,"13045 FALL MANOR DR
DALLAS, TX 75243","13045 FALL MANOR DR
DALLAS, TX 75243-2425",(469)206-0105,,,1,0,0,false,0,0,0
4070729,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29935262&id2=31540031&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:37.730Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:03.369Z,J&K EXPRESS LLC,1546472,"631 NW 132ND PL
MIAMI, FL 33182","631 NW 132ND PL
MIAMI, FL 33182-1658",(786)423-5826,,,3,3,3,false,0,0,0
4067873,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29936701&id2=31542359&f=search%3D5%26ads%3Da%26state%3DWA%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:01.652Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:28.308Z,ANAPA MOVING INC,1544779,"720 SENECA ST STE 107
SEATTLE, WA 98101","720 SENECA ST STE 107
SEATTLE, WA 98101-3265",(206)718-1828,,,1,0,0,true,0,0,0
4060409,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29941707&id2=31632015&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:44.260Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:09.589Z,LDMT SERVICES INC,1540541,"10000 N CENTRAL EXPY STE 400
DALLAS, TX 75231","10000 N CENTRAL EXPY STE 400
DALLAS, TX 75231-4180",(818)725-1225,,,0,0,0,false,0,0,0
4086139,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29942520&id2=31524621&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:25:59.495Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:26.487Z,ALLEGIANT VAN LINES,1555598,"3200 MARY ST APT 9
MIAMI, FL 33133","1150 NW 72ND AVE STE 455
MIAMI, FL 33126-1947",(609)760-8014,,,0,0,0,,0,0,0
4084989,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29943707&id2=31525515&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:18.381Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:44.332Z,DAZAP TRANSPORT CORP,1554925,"4178 SW 9TH ST APT 3
MIAMI, FL 33134","4178 SW 9TH ST APT 3
MIAMI, FL 33134-2657",(786)474-0404,,,0,0,1,false,0,0,0
3392992,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29945507&id2=32283542&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:29.375Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:55.123Z,YOUR STUFF IN THE TRUCK,1552597,"2075 SW 122ND AVE APT 413
MIAMI, FL 33175-7338",Same as above,(305)849-5203,,,1,0,0,false,0,0,0
4081460,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29945803&id2=31529282&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:05.209Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:31.564Z,BAMI FAT INCORPORATION,1552829,"2832 DRYCREEK LN
DALLAS, TX 75237","2832 DRYCREEK LN
DALLAS, TX 75237-3249",(972)266-6331,,,0,1,0,false,0,0,0
4075754,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29948441&id2=31551132&f=search%3D5%26ads%3Da%26state%3DNC%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:57.496Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:23.619Z,NOTHING BUT SERVICE LLC,1549423,"1525 SUMMER VIEW LN
DALLAS, NC 28034","1525 SUMMER VIEW LN
DALLAS, NC 28034-0263",(980)598-6737,,,1,0,0,false,0,0,0
4075635,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29948504&id2=31550981&f=search%3D5%26ads%3Da%26state%3DWA%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:39.305Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:04.947Z,JNS MOVERS INC,1549358,"6721 21ST AVE SW APT B
SEATTLE, WA 98106",Same as above,(360)522-1796,,,2,0,0,false,0,0,0
4076255,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29948915&id2=31550633&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:06.991Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:33.129Z,RELOCATION SERVICES INC,1549701,"5015 CATRON DR STE 100-B
DALLAS, TX 75227",Same as above,(469)884-5600,,,0,0,0,,0,0,0
4074711,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29949042&id2=31552161&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:31.710Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:57.525Z,GS VAN LINES LLC,1548804,"1100 BRICKELL BAY DR UNIT 310747
MIAMI, FL 33231","1100 BRICKELL BAY DR UNIT 310747
MIAMI, FL 33231-1238",(833)780-2522,,,0,0,0,,0,0,0
4075066,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29949101&id2=31551564&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:47.498Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:12.825Z,MADE IN AMERICA VAN LINES LLC,1549019,"20900 NE 30TH AVE STE 200
MIAMI, FL 33180","20900 NE 30TH AVE STE 200
MIAMI, FL 33180-2162",(954)319-7435,,,0,0,0,,0,0,0
4075528,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29949337&id2=31551102&f=search%3D5%26ads%3Da%26state%3DWA%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:54.474Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:20.512Z,MTL,1549295,"6439 29TH AVE SW
SEATTLE, WA 98126","6439 29TH AVE SW
SEATTLE, WA 98126-2999",(206)617-3530,,,0,1,0,false,0,0,0
3943678,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29950482&id2=31683208&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:53.783Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:19.557Z,MOVING ENHANCED,1465444,"12610 JUPITER RD APT 811
DALLAS, TX 75238","12610 JUPITER RD APT 811
DALLAS, TX 75238-3954",(915)270-6463,,,1,0,1,false,0,0,0
3395360,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29952682&id2=32280918&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:18.420Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:44.197Z,THE PERFECT MOVING,1463516,"12140 NW 20TH AVE
MIAMI, FL 33167",Same as above,(786)389-4166,,,1,0,0,true,0,0,0
3940800,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29952723&id2=31686582&f=search%3D5%26ads%3Da%26state%3DWA%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:18.945Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:44.738Z,TICTAC RELOCATION,1463461,"2615 25TH AVE S UNIT 509
SEATTLE, WA 98144","2615 25TH AVE S UNIT 509
SEATTLE, WA 98144-5199",(206)309-2666,,,2,0,0,false,0,0,5
3938498,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29954217&id2=31671988&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:29.505Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:55.600Z,GILZEAN LOGISTICS LLC,1461983,"18820 SW 113TH AVE
MIAMI, FL 33157","18820 SW 113TH AVE
MIAMI, FL 33157-7511",(786)707-6288,,,0,1,1,false,0,0,0
3948624,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29964054&id2=31661606&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:59.420Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:25.261Z,OTG TRUCKING SERVICE LLC,1468768,"18640 NW 2ND AVE # 693156
MIAMI, FL 33169","18640 NW 2ND AVE # 693156
MIAMI, FL 33169-4508",(305)216-4450,,,0,0,0,false,0,0,0
3947195,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29965292&id2=31679693&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:54.284Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:20.342Z,MR DIAZ INC,1467802,"13355 SW 100TH TER
MIAMI, FL 33186","13355 SW 100TH TER
MIAMI, FL 33186-2866",(305)903-9034,,,0,1,1,false,0,0,0
3919483,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29967142&id2=31756301&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:25:52.745Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:19.800Z,3JS BOBCAT SERVICE CORP,,,,(786)352-0302,,,0,0,0,false,0,0,0
3915135,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29969476&id2=31777545&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:19.263Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:45.195Z,DESIGNER EXPRESS LLC,1446450,"1323 MEDICAL DISTRICT DR
DALLAS, TX 75207","1323 MEDICAL DISTRICT DR
DALLAS, TX 75207-2305",(469)399-1006,,,1,0,0,true,0,0,0
3912221,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29971656&id2=31779947&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:24.356Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:50.325Z,EXCLUSIVE LOGISTICS GROUP LLC,1444542,"3022 NW 73RD STREET
SUITE #6
MIAMI, FL 33147","3022 NW 73RD STREET
SUITE #6
MIAMI, FL 33147",(305)772-6812,,,2,0,0,false,0,0,0
3910087,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29973371&id2=31782833&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:48.086Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:13.378Z,MANY MILES MOVING LLC,1443085,"539 W COMMERCE ST # 3200
DALLAS, TX 75208",Same as above,(866)247-0920,,,1,0,0,false,0,0,0
3931739,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29975404&id2=31760429&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:21.369Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:47.032Z,TRIPLE UP LOGISTICS LLC,1457434,"6423 MOONHILL DR
DALLAS, TX 75241",Same as above,(469)553-8234,,,0,1,0,false,0,0,0
3986764,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29987813&id2=31689530&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:31.404Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:57.218Z,GREEN PLANET MOVING LLC,1494419,"539 WEST COMMERCE ST UNIT 6060
DALLAS, TX 75208",Same as above,(888)855-3044,,,1,0,0,true,0,0,0
3986749,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29987832&id2=31689547&f=search%3D5%26ads%3Da%26state%3DWA%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:25:57.526Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:24.560Z,AK MOVING LLC,1494414,"9418 20TH AVE SW
SEATTLE, WA 98106","10428 AQUEDUCT DR E
TACOMA, WA 98445-1827",(206)504-4263,,,1,0,0,true,0,0,0
3983205,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29989451&id2=31693075&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:27:17.026Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:06:43.035Z,"TAYLOR MCCRACKEN LOGISTICS, LLC",1492029,"4422 CINNABAR DR
DALLAS, TX 75227",Same as above,(903)949-9464,,,2,0,0,false,0,0,0
4006025,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29991137&id2=31620863&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:09.360Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:35.850Z,BRITESTAR TRANSPORT LLC,1506967,"90 NW 107TH STREET
MIAMI, FL 33168",Same as above,(786)458-4659,,,1,0,0,false,0,0,0
3995191,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29998430&id2=31696961&f=search%3D5%26ads%3Da%26state%3DTX%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:25:52.572Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:19.605Z,3-D AUTO REPAIR AND INVESTMENTS LLC,1499944,"3712 WENDELKIN ST
DALLAS, TX 75215","3712 WENDELKIN ST
DALLAS_1, TX 75215-3661",(214)382-1309,,,2,2,3,false,0,0,0
3994112,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29998655&id2=31698038&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:03.195Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:29.919Z,ARTMOVES,1499209,"2714 NW 72ND AVE
MIAMI, FL 33122","2714 NW 72ND AVE
MIAMI, FL 33122-1308",(305)890-5381,,,4051,4051,0,false,0,0,0
3967772,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29999743&id2=31708522&f=search%3D5%26ads%3Da%26state%3DFL%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:24.387Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:50.352Z,EXCLUSIVE VAN LINES,1481737,"815 NW 57TH AVE STE 335
MIAMI, FL 33126","815 NW 57TH AVE STE 335
MIAMI, FL 33126-2042",(305)833-3560,,,0,0,0,,0,0,0
3074631,https://ai.fmcsa.dot.gov/hhg/SearchDetails.asp?ads=a&id=29999786&id2=32617521&f=search%3D5%26ads%3Da%26state%3DWA%26Submit%3DSearch,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T18:26:14.859Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T19:05:40.833Z,COLLEGE HUNKS HAULING JUNK AND MOVING,1481948,"4229 W MARGINAL WAY SW
SEATTLE, WA 98106","23314 17 AV SE
BOTHELL, WA 98021",(206)919-2902,,,15,0,0,true,0,0,0
